RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.9999999,22,98,0.0,,0,98,0,98,
0.254087732,58,0,1.82720457,2800.0,18,0,4,0,0.0
0.682694353,39,0,0.271517997,3833.0,5,0,0,0,0.0
0.330827068,43,1,0.170781473,4900.0,5,1,0,1,0.0
0.863052782,59,2,0.390243902,1598.0,7,1,0,1,0.0
0.0,50,0,0.087478385,9830.0,6,1,0,1,0.0
0.71976008,47,0,64.0,,2,2,0,0,0.0
0.366257545,51,1,0.701504611,6180.0,14,0,2,0,0.0
0.031411992,49,0,0.357366444,9583.0,9,0,2,0,0.0
0.877076412,51,4,0.81300813,4550.0,15,0,1,0,2.0
1.008747813,42,4,0.18272702,3600.0,5,3,0,0,3.0
0.353458617,49,0,0.149391149,10100.0,5,2,1,0,0.0
0.945750303,56,9,0.6697303,6636.0,23,5,1,2,0.0
0.9999999,64,0,0.011355816,2905.0,0,2,0,0,0.0
0.9999999,28,2,0.207650273,1280.0,1,2,0,2,0.0
0.861569215,40,0,0.200879472,5002.0,8,0,0,0,1.0
0.406654055,55,1,4239.0,,12,0,2,1,0.0
0.9999999,34,98,0.0,3144.0,0,98,0,98,2.0
0.978007331,37,1,0.373320837,3200.0,8,1,0,0,0.0
0.814837033,60,0,5857.0,1.0,10,0,7,0,0.0
0.0,70,0,0.958402662,600.0,4,0,0,1,0.0
1.019996429,36,0,0.049723757,3800.0,1,0,0,0,0.0
0.9999999,57,98,0.022840119,3020.0,0,98,0,98,0.0
0.9999999,33,1,60.0,,0,1,0,2,0.0
0.981672776,58,1,0.923397169,1200.0,10,9,0,1,1.0
0.9999999,61,0,0.128990648,3100.0,2,1,0,1,0.0
0.049164885,41,0,0.414623415,25000.0,11,0,3,0,1.0
0.91476021,40,1,0.192740363,6666.0,7,0,1,0,0.0
1.114471382,29,2,0.06333716,5225.0,4,1,0,1,0.0
0.078929148,56,1,0.186036284,9094.0,5,5,1,2,4.0
0.722846442,51,4,0.083195021,14459.0,5,1,0,2,0.0
0.830633873,32,0,0.029757619,4166.0,1,3,0,0,0.0
0.331968384,56,2,0.244338498,7550.0,9,1,1,0,2.0
0.9999999,52,0,5369.0,,5,1,2,0,0.0
0.053672746,56,0,73.0,,10,0,0,0,3.0
0.9999999,30,0,0.039973351,1500.0,1,0,0,0,0.0
0.9999999,29,0,0.259067358,5210.0,3,3,0,2,1.0
0.9999999,33,0,0.340274885,2400.0,2,1,0,0,1.0
0.675929339,67,0,0.801082365,7575.0,14,0,2,0,0.0
0.574249405,66,0,0.268244898,12249.0,14,0,2,0,2.0
0.9999999,31,0,0.079128169,4220.0,2,0,0,0,1.0
0.241139918,36,0,0.187420469,5500.0,48,0,0,0,0.0
0.9999999,33,1,0.360862704,1900.0,1,0,0,0,0.0
0.9999999,50,2,0.128019783,5256.0,1,0,0,1,0.0
0.156050705,34,0,0.435287117,3360.0,10,0,1,0,1.0
0.9999999,34,0,0.0,4506.0,0,1,0,0,0.0
1.055948293,37,2,0.189927584,3037.0,7,1,0,0,4.0
0.898020396,49,1,162.0,,1,1,0,0,0.0
0.9999999,37,0,0.0,1200.0,0,0,0,0,1.0
0.867786452,74,4,0.65443534,8420.0,15,0,1,0,0.0
0.102035169,53,0,0.442751843,2034.0,13,0,1,0,0.0
0.9999999,46,2,0.561131387,3287.0,3,2,1,0,3.0
0.384795705,67,1,3834.0,,19,0,1,0,0.0
0.595152206,40,0,1501.0,,5,0,1,0,1.0
0.836081959,50,1,0.513249878,6150.0,7,4,2,1,1.0
0.714607337,53,3,0.292598201,11226.0,12,0,1,2,4.0
0.629617033,46,5,0.408518296,5000.0,13,1,2,0,0.0
0.766620572,42,0,0.588082384,5000.0,5,0,1,0,4.0
0.367848017,63,0,0.147442535,4828.0,5,1,0,0,1.0
0.975062344,45,1,0.143433955,5200.0,3,0,0,0,4.0
0.640840884,51,0,0.734522942,5491.0,11,0,1,0,1.0
0.001303781,33,2,0.605775922,2873.0,15,0,1,0,1.0
0.568440409,54,0,1333.0,,3,4,0,2,0.0
0.028968819,59,1,0.418292083,6100.0,8,0,2,1,0.0
0.9999999,38,0,0.587804065,3000.0,4,3,1,1,0.0
0.365612688,62,0,0.260352213,2100.0,3,0,0,0,0.0
0.548682969,62,0,0.574062165,4664.0,12,0,2,0,0.0
0.9999999,50,0,18.0,,0,1,0,0,0.0
0.304599356,56,0,0.430165246,9500.0,16,0,1,0,1.0
0.9999999,68,0,0.0,11500.0,0,2,0,1,1.0
0.909660323,37,0,0.130504661,3110.0,4,0,0,0,1.0
0.136876006,58,3,0.370772176,4700.0,24,0,1,0,0.0
0.985202959,43,4,0.781574285,3950.0,12,0,1,0,1.0
0.854705559,40,0,0.021025371,78000.0,6,0,1,0,2.0
0.9999999,47,2,0.135659675,5100.0,2,4,1,0,2.0
0.252696236,36,1,0.431142214,4000.0,11,0,0,2,3.0
1143.0,44,2,0.547761883,6500.0,13,0,4,0,2.0
0.005149994,65,0,2165.0,,11,0,2,0,
0.087680355,39,0,0.104904952,4260.0,4,0,0,1,3.0
0.008997751,32,2,0.413834466,2500.0,8,0,1,0,1.0
0.234482919,52,0,0.471505699,5000.0,14,0,0,0,0.0
0.941360056,44,2,0.569692268,11600.0,11,0,1,0,4.0
0.610430193,56,2,0.390531122,4160.0,12,0,1,0,0.0
0.773786978,51,1,2011.0,,20,0,1,0,
0.876098152,36,0,0.080819863,6000.0,2,0,0,1,1.0
0.9999999,32,0,40.0,,0,1,0,0,1.0
0.9999999,29,0,156.0,,0,0,0,0,
1.003322259,46,0,0.003213138,2800.0,1,0,0,0,0.0
0.98760248,30,1,2.119850187,800.0,7,0,2,0,0.0
0.981006331,24,1,0.01223951,25000.0,6,0,0,0,0.0
0.256510533,29,1,8901.0,0.0,17,0,9,0,1.0
0.68647443,64,0,4653.0,,8,1,2,1,
0.9999999,32,0,106.0,,0,3,0,1,0.0
0.177817425,45,0,0.672944131,11150.0,7,0,6,0,3.0
0.402410463,53,2,0.362909273,4000.0,15,0,2,1,0.0
0.889868355,42,1,0.835989568,3450.0,9,2,1,0,0.0
1.026776151,52,0,0.072790295,7500.0,3,1,0,1,3.0
0.023351826,53,0,5.0,,2,2,0,0,2.0
0.9999999,48,0,0.019305019,1812.0,0,1,0,0,0.0
0.602746575,42,0,0.260608705,9166.0,4,0,0,0,1.0
0.981826443,40,0,0.780177586,4166.0,6,0,2,0,2.0
0.9999999,52,0,933.0,,3,1,1,1,
0.943839061,43,1,0.33903577,4500.0,8,1,1,1,2.0
0.9999999,62,2,0.350453614,6833.0,5,0,1,0,1.0
0.9999999,50,0,489.0,,1,0,0,0,0.0
0.9999999,30,0,0.46877602,1200.0,1,3,0,0,0.0
0.417072745,58,0,0.758589347,5500.0,17,4,1,2,1.0
0.128191394,58,1,0.389553178,4766.0,7,1,2,1,1.0
0.858261911,55,3,0.285652736,6962.0,9,9,1,1,0.0
0.93510337,46,0,4014.0,,12,0,1,1,1.0
0.972037284,53,2,0.178454842,3675.0,9,1,0,1,0.0
0.950578339,38,2,0.165383056,7400.0,4,0,1,0,3.0
0.585545303,53,0,0.158786168,4250.0,16,0,0,0,0.0
0.547452547,23,1,611.0,,5,1,0,1,0.0
0.021913178,48,0,0.19837355,7500.0,7,0,1,0,1.0
0.199764982,39,0,2.0,1.0,3,0,0,0,1.0
0.461634435,39,1,0.216198126,5975.0,10,0,0,0,1.0
0.886140766,69,0,0.550536838,2700.0,11,0,0,0,0.0
0.9999999,56,1,0.176040495,5333.0,3,3,1,3,1.0
0.643856921,28,1,0.896377422,2373.0,11,4,1,0,0.0
0.9999999,30,0,0.0,2120.0,0,0,0,0,2.0
0.922269433,42,1,0.174403005,3726.0,3,0,0,0,4.0
0.617523322,39,0,0.50032113,4670.0,12,0,1,0,0.0
0.9999999,33,0,0.651449517,3000.0,2,2,1,0,3.0
0.000869187,29,0,0.733422193,3000.0,5,3,1,2,2.0
0.9999999,38,0,0.055944056,1000.0,0,3,0,0,0.0
1.001248439,53,0,237.0,,4,1,0,1,0.0
0.778911799,56,0,0.588584766,4712.0,15,0,1,0,2.0
0.601902646,73,0,1.676335878,1309.0,3,1,1,1,0.0
0.52090943,29,0,0.295123726,2747.0,12,0,0,0,0.0
0.9999999,36,1,0.124399154,5200.0,2,2,0,1,0.0
0.639439567,49,3,0.919364106,5220.0,10,2,1,0,3.0
0.632631203,36,0,53.0,,1,0,0,1,0.0
1.103689631,27,0,0.121077889,5417.0,6,0,0,1,0.0
0.9999999,58,2,974.0,,5,4,1,2,0.0
1.053324869,36,2,0.186700767,5864.0,5,2,1,2,2.0
1.155527795,23,1,687.0,,3,1,0,1,0.0
0.015345635,43,0,0.031514998,7900.0,21,0,0,0,3.0
0.592657876,43,0,0.313668633,10000.0,6,0,1,0,5.0
1.305389222,63,1,0.182890855,1355.0,3,0,0,1,0.0
0.210251472,51,1,0.784920752,6750.0,10,2,4,1,2.0
0.783038063,52,1,0.383254587,9100.0,10,0,2,0,1.0
0.077844311,57,2,0.00979804,5000.0,4,1,0,0,0.0
0.9999999,33,0,1.030692363,1400.0,4,2,2,1,0.0
1.10442124,31,1,0.609365559,3309.0,7,0,1,0,0.0
0.20959114,70,0,0.112881806,9788.0,10,1,1,0,0.0
0.0,76,1,0.324380782,3350.0,6,0,1,0,0.0
0.788844622,49,3,0.164432285,3654.0,4,1,0,0,0.0
0.922505535,45,0,0.501614046,12700.0,11,0,4,0,1.0
0.231927534,49,0,130.0,0.0,15,0,0,0,0.0
0.495367295,40,0,0.982463644,2337.0,18,0,1,0,3.0
0.044146459,43,0,0.792348955,7083.0,9,0,3,0,0.0
1.30969031,35,0,0.155915258,4200.0,5,0,0,0,0.0
0.843461838,27,0,0.573398009,3916.0,6,0,1,0,0.0
1.010366531,78,2,0.463752334,12855.0,10,0,1,1,0.0
0.927349478,24,0,0.405240707,1640.0,6,0,0,0,0.0
0.869707797,56,2,0.484634613,6800.0,10,1,1,2,2.0
1.04494382,61,0,25.0,,1,0,0,0,0.0
0.930232558,45,0,0.029328445,6000.0,2,1,0,0,2.0
0.075094358,48,1,0.096650558,6000.0,20,2,0,0,3.0
0.988004798,31,2,0.996498788,3712.0,7,7,2,2,1.0
0.9999999,28,0,0.0,2108.0,0,1,0,0,0.0
0.231179214,31,1,0.02444842,5030.0,3,1,0,1,2.0
0.0,56,0,2132.0,,17,0,1,0,0.0
0.9999999,31,0,0.106723319,4000.0,5,0,0,3,0.0
0.121702427,48,1,0.567881329,3100.0,12,0,1,0,2.0
0.9999999,52,2,0.893759287,1345.0,2,1,1,3,1.0
0.9999999,66,0,0.193286166,6642.0,3,0,1,0,0.0
1.012164639,37,3,0.333666583,4000.0,11,0,0,0,2.0
0.840674254,62,0,2842.0,,15,1,0,3,1.0
0.0,43,6,0.420948617,7083.0,5,1,1,1,3.0
1.030881017,29,4,0.450211457,2600.0,6,4,0,1,0.0
0.879282219,42,2,0.094055013,5634.0,3,2,0,0,2.0
0.9999999,33,0,0.174510621,2400.0,2,0,0,0,2.0
0.515013189,42,0,3.407943732,2416.0,19,0,6,0,0.0
1.355481728,28,1,0.012108981,990.0,1,1,0,0,2.0
0.031798937,73,0,0.46090535,1700.0,7,0,1,0,0.0
0.9999999,24,98,0.0,,0,98,0,98,0.0
0.596972432,53,0,2620.0,,13,0,1,0,0.0
0.941176471,32,1,3461.0,,8,1,1,2,0.0
1.149501661,49,1,0.208391365,5743.0,6,0,1,2,2.0
0.9999999,52,0,995.0,,4,0,2,0,
0.937091627,61,1,614.0,,14,0,0,0,0.0
0.05653972,84,0,0.577059121,1978.0,9,0,1,0,0.0
0.395118826,47,1,2887.0,,9,0,1,0,0.0
0.9999999,46,0,0.038143924,5085.0,1,2,0,0,3.0
0.581513568,74,2,0.634363718,8863.0,17,0,4,1,1.0
0.319295254,52,0,0.56958275,12150.0,18,0,2,0,3.0
0.772901946,47,0,0.528277932,8663.0,7,0,2,1,0.0
0.949620152,50,0,0.391316767,3500.0,6,0,0,0,1.0
0.9999999,28,1,0.144570502,3084.0,2,0,0,2,0.0
0.525274969,32,0,5888.0,,8,0,6,0,0.0
0.887470072,62,0,1100.0,,7,0,0,0,0.0
0.16957826,52,0,0.695910647,5550.0,15,0,3,0,3.0
1.054011572,38,2,1.732909974,2676.0,12,0,2,2,0.0
0.9999999,21,0,34.0,,1,0,0,0,0.0
0.009805186,65,0,0.720659918,8000.0,4,2,2,0,4.0
0.380144603,50,0,1.355389929,5500.0,19,0,1,0,2.0
0.839231219,43,0,0.304188424,9000.0,8,0,1,0,4.0
0.306378022,76,6,122.0,,11,1,0,1,
0.9999999,39,0,0.158785083,2600.0,1,2,0,0,1.0
1.033611442,33,0,0.707085464,1368.0,5,4,0,3,2.0
0.94363921,61,2,1.448937629,1458.0,15,0,2,0,3.0
0.822052353,52,0,0.478036606,6009.0,9,0,1,0,2.0
1.068965517,45,0,0.283450306,4416.0,2,2,0,1,2.0
2.139534884,61,5,0.176562257,6416.0,6,5,1,1,0.0
0.9999999,46,0,0.000869187,2300.0,0,0,0,0,0.0
0.9999999,26,4,0.10789383,2900.0,7,0,0,6,0.0
1.039456937,60,3,0.331183441,6666.0,14,1,2,0,1.0
0.476190476,24,0,0.164053624,4400.0,11,0,0,0,1.0
0.257605418,55,1,0.438058748,7829.0,9,0,2,0,0.0
0.83978373,52,0,0.377145249,7166.0,14,0,1,0,0.0
1.016496243,48,2,3.274362819,666.0,4,0,1,0,3.0
0.9999999,44,0,0.406735751,7333.0,3,0,2,0,2.0
0.699144539,53,0,0.240155297,5408.0,4,0,0,0,0.0
0.578609494,47,0,0.697976129,1926.0,13,0,0,0,0.0
1.246073298,33,2,0.16495876,4000.0,5,1,0,0,0.0
1.001058699,34,0,0.426286509,2875.0,9,0,0,0,2.0
0.591377694,53,2,0.499464477,2800.0,7,0,0,0,1.0
0.103863814,34,1,0.499107462,2800.0,11,0,1,0,4.0
0.80058651,31,0,0.397911833,6033.0,11,0,1,0,0.0
0.152836788,36,1,2.516038717,12500.0,28,0,15,0,0.0
0.9999999,29,98,0.0,,0,98,0,98,0.0
0.9999999,40,1,0.649982859,2916.0,2,4,1,0,2.0
0.9999999,47,2,0.600114253,3500.0,4,2,3,1,0.0
0.344944742,41,2,0.685649774,3985.0,12,0,2,0,2.0
0.000810592,71,1,0.212887099,7200.0,5,1,1,0,0.0
0.718801997,35,0,34.0,,3,0,0,0,0.0
0.201208056,65,0,0.112735908,8000.0,19,0,0,0,1.0
0.016898897,61,0,0.011358473,2200.0,6,0,0,0,0.0
0.070253837,57,1,0.590392268,3517.0,19,0,2,1,0.0
0.04479888,62,0,0.630415026,3300.0,6,0,2,0,0.0
0.794027886,55,2,0.341575463,7400.0,11,3,1,1,2.0
1.449251248,49,0,0.162706983,4166.0,3,0,0,3,0.0
0.289835888,49,1,0.423322085,2666.0,8,0,0,0,0.0
0.9999999,32,0,0.0,5000.0,1,0,0,0,0.0
0.06031136,44,0,0.222110147,4956.0,5,0,1,0,3.0
0.970562355,40,2,0.369506353,4800.0,8,0,1,0,2.0
0.217953902,51,0,0.451726746,11900.0,18,1,2,1,0.0
1.034577513,34,0,0.402999423,5200.0,7,0,2,1,3.0
1.023395321,48,1,6456.0,,7,0,3,0,
0.0,54,1,0.475725816,8300.0,10,1,3,0,0.0
1.159908624,30,2,0.108519752,2100.0,7,0,0,0,0.0
0.697537808,33,2,0.068010076,3969.0,4,1,0,0,2.0
0.229605311,53,1,0.809772214,5750.0,25,0,1,0,3.0
0.776611921,48,0,0.537186935,10500.0,14,0,2,0,5.0
0.15661351,60,4,0.134643307,10330.0,9,0,1,0,0.0
0.075351938,67,0,0.333730429,5875.0,7,0,1,0,0.0
0.748634386,30,3,0.200933631,4926.0,7,0,0,2,3.0
0.972579263,63,0,0.021824189,11500.0,1,2,0,0,1.0
0.9999999,56,2,0.131934277,6146.0,6,1,0,1,0.0
1.020704908,33,1,0.288608261,3800.0,4,1,0,0,0.0
1.202711957,49,0,0.327704954,4500.0,6,3,0,0,0.0
0.118807381,66,0,0.023320378,1800.0,7,0,0,0,0.0
0.985333926,56,1,0.083991601,10000.0,11,0,0,1,0.0
1.325581395,28,0,0.063763608,4500.0,2,1,0,2,0.0
0.660998955,46,5,0.44880536,16866.0,17,0,7,0,0.0
0.041834508,48,0,1.429514097,5000.0,21,0,8,0,1.0
0.9999999,28,0,0.030969031,1000.0,0,1,0,0,0.0
0.708335059,49,0,0.435007917,6946.0,8,0,2,0,0.0
0.9999999,26,98,28.0,,0,98,0,98,0.0
0.97420187,37,2,0.124652816,9000.0,8,2,1,2,2.0
0.300506213,39,0,0.371559633,6539.0,13,0,2,0,6.0
0.942902569,52,0,0.519118997,13075.0,14,3,2,2,1.0
0.9999999,38,1,0.386823891,3900.0,3,1,1,2,2.0
0.9999999,51,0,0.150855365,4500.0,2,3,0,0,1.0
0.499197033,37,0,0.304461656,9166.0,4,0,1,0,0.0
0.450215565,67,0,0.698281299,12683.0,30,0,8,0,0.0
0.9999999,42,0,0.019303688,2900.0,2,2,0,0,0.0
1.059646784,52,5,0.529310582,14533.0,21,2,2,2,2.0
0.9999999,32,0,0.012254112,3100.0,1,0,0,0,0.0
1.053263043,42,0,0.442737807,3710.0,4,2,1,3,2.0
0.061334774,52,1,0.293541292,5000.0,7,0,1,0,2.0
0.9999999,24,1,0.037912673,4694.0,1,2,0,0,0.0
1.877076412,31,1,0.424867229,3200.0,5,0,2,2,0.0
0.205651267,31,0,964.0,,14,0,1,0,1.0
0.9999999,33,1,0.13197196,3280.0,2,1,0,0,0.0
0.078897861,48,3,1.152090428,13800.0,13,0,6,0,2.0
0.146828765,63,0,0.578029996,2466.0,19,0,1,0,0.0
0.174451781,46,2,0.29476209,15425.0,14,0,4,0,1.0
0.937856455,52,2,0.709525132,3600.0,10,0,2,2,0.0
1.362141746,73,1,274.0,,2,3,0,1,
0.9999999,48,98,0.0,2000.0,0,98,0,98,2.0
0.405810904,65,1,0.36600607,5600.0,21,0,1,0,0.0
0.117481288,59,0,173.0,,8,1,0,0,0.0
1.079904433,38,4,0.374303591,11666.0,9,0,2,2,3.0
0.978601427,31,0,2357.0,,6,0,1,1,1.0
0.173138149,58,0,0.09026852,5250.0,9,0,0,0,0.0
0.9999999,79,0,0.33230498,2268.0,3,0,0,0,0.0
0.653056973,53,0,0.06841612,3200.0,6,0,0,0,0.0
0.84584021,26,1,0.354411397,4000.0,14,1,0,5,0.0
0.703859228,45,2,0.394699254,6300.0,5,3,1,3,3.0
0.9999999,57,2,0.748189281,4141.0,7,1,1,1,1.0
0.9999999,49,0,2377.0,,1,1,1,1,3.0
0.339503567,89,1,0.549380248,2500.0,9,3,0,1,0.0
0.101034521,63,0,0.691318838,6300.0,19,0,4,0,1.0
0.9999999,28,2,0.666666667,2573.0,4,2,0,1,2.0
0.144843321,57,0,0.361257027,10850.0,21,0,2,0,1.0
0.833986997,45,3,0.904773807,4000.0,14,1,1,1,1.0
0.002363422,62,0,0.434734918,2734.0,8,0,1,0,0.0
0.99040096,45,0,2461.0,,3,1,1,0,0.0
0.9999999,63,98,0.0,986.0,0,98,0,98,0.0
0.9999999,41,98,0.0,,0,98,0,98,
0.29183852,53,1,1599.0,,4,8,0,1,2.0
0.881839898,41,0,0.525756824,10074.0,7,0,2,0,3.0
0.732798037,64,0,0.370819505,7833.0,7,0,2,0,0.0
0.573474592,58,0,0.645287865,14016.0,33,0,3,0,0.0
0.404769332,61,1,0.228221742,4166.0,15,0,1,0,0.0
0.197964738,49,1,0.120712741,9708.0,7,0,2,0,2.0
0.366006665,64,4,0.404761905,10667.0,9,0,2,0,1.0
0.926720168,52,0,0.553620384,6200.0,9,0,1,0,2.0
0.482462819,58,1,0.554579035,7850.0,14,1,2,0,1.0
1.338645418,48,3,0.332564398,2600.0,4,0,0,0,0.0
0.9999999,51,0,1024.0,,3,1,1,0,0.0
0.793465739,43,2,0.29135188,11250.0,9,0,2,0,2.0
0.591754993,48,1,0.511306832,4200.0,12,0,2,1,1.0
1.065800162,70,2,624.0,,4,1,0,0,0.0
0.698353642,51,0,0.783363148,5589.0,8,0,2,0,0.0
0.493459771,47,1,1.448357925,2100.0,17,0,2,0,0.0
0.0,50,2,0.541864534,4000.0,7,0,0,0,2.0
1.005499083,60,1,0.418300654,2600.0,9,0,0,3,0.0
0.9999999,61,0,0.218272702,3600.0,4,0,1,0,0.0
0.433133733,42,1,427.0,,2,0,0,1,0.0
0.778693722,44,0,0.96753705,1416.0,10,0,0,2,2.0
0.9999999,53,0,0.0,6495.0,0,0,0,0,0.0
0.519777932,61,2,0.665866742,7083.0,16,0,2,0,2.0
0.562013767,55,0,1.141378705,5700.0,9,0,2,0,1.0
0.73414558,37,0,70.0,,1,0,0,0,0.0
0.675436647,47,5,0.677991137,8800.0,14,6,4,2,1.0
0.9999999,63,1,0.035547656,4500.0,2,5,0,0,0.0
0.239152173,62,0,0.509216847,8950.0,15,0,2,0,0.0
0.878881177,40,0,0.605616199,12000.0,19,2,3,11,0.0
0.894611539,51,2,2.941529235,2000.0,31,4,4,0,0.0
0.896929303,41,0,0.081992938,2548.0,3,1,0,2,3.0
0.860645068,51,1,0.482352941,6034.0,18,0,2,0,0.0
0.920106525,31,1,0.176731794,1125.0,4,1,0,0,0.0
0.951578252,34,1,0.435854715,3000.0,10,0,0,0,3.0
1.05278174,37,0,0.13919179,3117.0,5,5,0,2,1.0
1.857819905,43,1,0.017697081,4350.0,1,0,0,0,2.0
0.741505663,43,2,0.182833217,5731.0,11,0,0,1,1.0
0.999636628,24,0,0.156737305,2500.0,2,0,0,0,0.0
1.108254784,29,2,0.255561894,3505.0,5,4,0,1,2.0
0.966790514,53,2,0.873360363,4192.0,14,0,1,0,1.0
0.316467895,37,0,0.708876098,3300.0,4,0,1,0,2.0
0.047519788,52,0,3.249566997,6350.0,16,0,12,0,0.0
0.0,65,0,0.434385382,1203.0,6,0,0,0,0.0
0.9999999,67,2,706.0,,2,3,0,2,0.0
0.665635566,50,0,0.662638469,6950.0,12,0,2,0,1.0
0.973903387,29,3,0.16947001,3150.0,4,0,0,0,0.0
0.964143426,44,1,0.183980484,4918.0,6,0,0,1,1.0
0.66937646,51,0,1.106946225,13258.0,23,0,2,0,2.0
1.00535523,30,2,0.523880044,2700.0,5,0,0,2,5.0
0.986295215,50,3,0.170919325,5329.0,6,0,2,1,1.0
1.023294509,33,1,0.219471554,4200.0,3,1,1,0,1.0
0.0,52,1,0.406886338,2700.0,10,4,2,1,0.0
0.562125107,22,3,0.426758939,2600.0,7,2,0,0,2.0
0.494183265,50,0,1970.0,,31,0,0,0,0.0
0.618229638,45,0,0.43232096,5333.0,8,0,2,0,0.0
0.249781752,33,0,0.357370095,7543.0,9,0,4,0,0.0
0.837581209,56,0,0.057220708,1100.0,2,2,0,1,3.0
0.999001996,26,0,266.0,0.0,6,1,0,0,0.0
0.994575045,46,4,0.532481954,1800.0,5,1,0,0,0.0
0.78332436,44,1,0.653897402,3001.0,8,0,0,0,2.0
0.9999999,39,0,331.0,,3,0,0,0,3.0
0.334430682,46,2,0.546132641,6166.0,14,0,1,0,0.0
0.0,46,1,0.258632182,7500.0,11,0,1,0,2.0
0.039130853,34,0,0.64702788,1900.0,12,0,1,0,0.0
0.880353274,33,1,0.477926473,6500.0,9,0,2,0,1.0
0.99570043,41,0,0.258908547,4012.0,4,0,1,0,0.0
1.26450116,64,1,14.39989192,3700.0,6,4,0,1,0.0
0.855972769,47,0,240.0,,3,0,0,0,0.0
0.446650479,47,0,0.395894428,3750.0,4,1,1,2,1.0
0.919970631,49,1,1.439755691,1800.0,9,1,1,0,3.0
0.707127093,51,2,0.449044027,5700.0,14,0,2,0,1.0
1.061885882,45,1,0.069030555,2650.0,2,1,0,0,3.0
0.416652301,40,0,0.29726997,1977.0,6,0,0,0,2.0
0.9999999,35,0,0.115787026,4300.0,1,1,0,0,0.0
0.9999999,40,1,390.0,,1,0,0,0,0.0
0.704662667,50,3,0.694834075,5845.0,18,0,3,0,2.0
0.889493497,55,2,0.67992689,9300.0,15,0,2,0,0.0
0.675344253,46,6,1.078969016,3646.0,14,1,1,1,3.0
0.705073732,35,0,0.114564831,3377.0,5,0,0,0,3.0
0.9999999,24,0,449.0,,1,1,0,0,0.0
1.050794921,30,2,0.487225977,6066.0,8,0,2,3,0.0
0.51910007,43,4,0.203253116,15000.0,7,1,1,0,2.0
1.039840637,27,0,0.042729152,1450.0,2,0,0,0,1.0
0.9999999,55,0,0.0,1163.0,0,1,0,0,2.0
0.90319163,61,3,1577.0,,7,1,0,0,
0.9999999,44,0,1255.0,,4,0,1,0,2.0
0.177802163,71,0,2.022939347,2571.0,18,0,5,0,0.0
0.818580834,41,0,0.434134362,5700.0,7,1,1,0,3.0
0.502386789,81,0,0.37504998,2500.0,9,1,1,0,0.0
0.944043998,37,4,0.14515457,12000.0,7,1,0,1,1.0
0.807305453,41,1,0.482485001,5166.0,5,5,0,0,2.0
0.9999999,37,0,0.0,,0,0,0,0,0.0
0.9999999,48,0,0.968507873,4000.0,11,0,2,0,0.0
0.972809113,47,0,0.99140172,5000.0,10,0,2,0,0.0
0.9999999,33,1,0.277672119,2628.0,2,1,0,0,1.0
0.625687156,39,3,1.321861557,2556.0,6,1,1,2,1.0
0.9999999,31,0,816.0,,4,3,0,1,0.0
0.578466889,46,0,0.762662202,7166.0,12,0,3,0,0.0
0.9999999,25,98,54.0,,0,98,0,98,0.0
0.623792069,36,1,0.172730614,2720.0,5,0,0,0,0.0
0.624614406,44,0,0.689144428,16000.0,30,0,4,0,1.0
0.561019589,26,2,0.158914729,1547.0,5,0,0,2,1.0
0.608595477,36,2,0.779354262,8950.0,20,0,3,0,2.0
0.447510498,43,2,0.221118768,4933.0,3,1,0,0,3.0
0.9999999,60,0,0.231107557,2500.0,1,2,0,1,0.0
0.9999999,51,1,0.158409242,4500.0,3,0,0,0,3.0
0.9999999,41,0,0.868131868,1000.0,1,0,0,1,5.0
0.573796369,36,0,0.322923173,1600.0,8,0,0,1,2.0
1.025346872,37,2,0.490710239,7588.0,12,0,1,0,1.0
1.018497688,61,2,0.354112694,6175.0,5,3,1,0,0.0
0.760447825,45,0,0.396766301,9400.0,19,0,2,0,3.0
0.96270252,54,1,0.169832155,13583.0,15,2,0,1,0.0
0.893900564,37,1,0.096197595,3076.0,4,1,0,0,0.0
0.531763947,24,0,94.0,,4,1,0,4,0.0
0.522550544,28,1,0.345702749,5200.0,3,0,1,0,0.0
0.933062193,50,0,2448.0,,7,1,2,2,2.0
0.044740735,31,0,0.411267064,5200.0,11,0,1,0,1.0
0.0,27,0,0.659816718,3600.0,4,0,1,0,0.0
0.9999999,44,0,0.562771818,3448.0,1,1,1,0,0.0
0.108109956,28,3,0.148170366,5000.0,14,0,0,0,0.0
0.112222092,59,3,0.517015958,5200.0,9,0,2,0,0.0
1.08448721,49,3,0.169595314,7511.0,13,0,0,0,1.0
0.0,36,0,0.680863827,5000.0,9,0,4,0,1.0
0.306928195,49,1,5072.0,,16,0,2,0,0.0
0.217901289,62,0,0.129671432,3986.0,9,0,0,0,0.0
0.821045841,47,0,0.508392675,7863.0,12,0,1,0,2.0
0.713159248,46,2,0.322247862,7366.0,10,0,0,0,1.0
0.980203959,60,6,2128.0,,11,1,1,0,0.0
0.176183485,53,0,0.934536638,3711.0,10,0,2,0,2.0
0.133375199,43,1,6257.0,,14,0,4,0,2.0
0.505083833,50,3,1.225290698,687.0,13,0,0,0,0.0
